,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
10252,B01LYHIUQ7,micaela soto d,5,9-Feb-19,True,es mucho mejor de lo que esperaba,gracias totales se pasaron,1.0,Apple,"Apple iPhone 6S, 32GB, Silver - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-6S-Unlocked-32GB/dp/B01LYHIUQ7,https://m.media-amazon.com/images/I/61MEfPZB7-L._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B01LYHIUQ7,46,152.95,0.0
14785,B0731HBTZ7,Macey roth,1,9-Feb-18,True,"NOT COMPATIBLE WITH VERIZON, NOT FULLY UNLOCKED",DO NOT BUY!!! this phone is not compatible with Verizon. It is also not fully unlocked. This phone has restrictions from the previous owner which did allow me to activate my phone. This phone is was in great shape on the outside but horrible and problematic on the inside. I cannot stress enough to not buy this product. You are better off to buy directly from apple or a trusted company.,23.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/dp/B0731HBTZ7,https://m.media-amazon.com/images/I/51cRE43zKwL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B0731HBTZ7,452,199.95,210.0
14745,B0731HBTZ7,Erika Gaines,1,9-Dec-19,True,Not Worth the money,iPhone worked great for exactly 90 days. On day 91 out of nowhere in the middle of uses the screen went out. Contacted seller and they say sorry for the inconvenience but it's not covered. Mind you I had to wait 2 day to receive the phone after purchasing but they wont cover the phone warranty one day after the 90 from purchase. I do not recommend buying a renewed iphone on Amazon. Not worth the money.,1.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/dp/B0731HBTZ7,https://m.media-amazon.com/images/I/51cRE43zKwL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B0731HBTZ7,452,199.95,210.0
17821,B079HB518K,K. STONE,2,9-Dec-19,True,Defective,Battery is degraded to 75% after less than a month of use and baseband chip coming detached from motherboard; no cellular function all at this point. Have reached out to seller for repair or return/refund.,1.0,Apple,"Apple iPhone 7, 32GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-32GB/dp/B079HB518K,https://m.media-amazon.com/images/I/71x3e0x+M2L._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B079HB518K,243,199.0,206.9
22002,B07KKL5KGG,Stefanie,5,9-Dec-19,True,Best phone I’ve got,"I love my new phone!!! I use to buy my phone on eBay and I always end up with problems, but this phone is actually working pretty well for me",1.0,Apple,"Apple iPhone XS, 256GB, Gold - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-Renewed/dp/B07KKL5KGG,https://m.media-amazon.com/images/I/41+2tWGDs3L._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B07KKL5KGG,198,574.99,0.0
12341,B06XRJXL3R,Jose,3,9-Dec-19,True,Not quite what I expected but good enough.,"The phone itself works just as it should. However, I did notice the bottom and top of the phone were pretty badly chipped and scrapped up and I also noticed that the phone wasn’t even cleaned as you could still see the residue line that the previous case it had left on it.",1.0,Apple,Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),https://www.amazon.com/Apple-iPhone-256GB-Unlocked-Quad-Core/dp/B06XRJXL3R,https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B06XRJXL3R,153,324.0,549.99
25006,B07RT1X4FJ,Stefanie,5,9-Dec-19,True,Best phone I’ve got,"I love my new phone!!! I use to buy my phone on eBay and I always end up with problems, but this phone is actually working pretty well for me",1.0,Apple,"Apple iPhone XS, 256GB, Gray - For AT&T (Renewed)",https://www.amazon.com/Apple-iPhone-XS-256GB-Gray/dp/B07RT1X4FJ,https://m.media-amazon.com/images/I/61xa10dafvL._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B07RT1X4FJ,198,573.77,0.0
21874,B07KFNRQ5S,AARAWN,5,9-Dec-18,False,Best smartphone made (not kidding),"I’ve owned my iPhone XS Max for a little over a month now. Let me say this, I started with the original iPhone and kept them through the 4S. I made the switch to Galaxy, and had those through the S6 Edge. Made the switch back and I can tell you my user experience is better than any phone ever. I was definitely the one that argued Galaxy are superior. For many reasons they are. I’ve played with the X, and was disappointed. Pros: Battery life is superior to anything I’ve owned Reception hands down is the BEST. I can use it without issue in the big department stores that plague everyone. The feel of this phone is luxury at minimum. It’s flawless in your hands. It’s faster than any galaxy or iPhone I’ve ever used and tried (Note 8 and S9) The apps are just designed better. I am a very heavy user and stream EVERYTHING. I have never had an issue with reception, speed or lagging, ever. 3D Touch and face recognition are super fast and user friendly. I’ve noticed face recognition gets better with use. It’s constantly calibrating, which means as you change, so it does. The camera, hands down is such an incredible quality. Both features and image quality. You know this about iPhone, and ignore marketing of other companies, it’s BS. Wireless charging is lightning fast Seamlessly connects with iPad and they automatically update each other with apps etc. THIS is super cool!!! The speakers are incredible! I actually have to turn it down a couple notches as it’s very loud The new Gold is just absolutely stunning. The backing is a pearlized gold and the trim around it is a classy and metal gold. Stunning Cons: Pricey No headphone jack All glass (doesn’t bother me as I am extremely careful with my phones) but the average person that drops, you need to put a case on. No headphones included No cable included (I bought a 5 pack from Amazon anyway beforehand, so it’s a non issue) The notch. Bit of an odd eyesore but in turn I get HD quality calls and reverse camera functionality) Overall this truly is an incredible device.",146.0,Apple,"Apple iPhone Xs Max, 256GB, Space Gray - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Max-Fully-Unlocked/dp/B07KFNRQ5S,https://m.media-amazon.com/images/I/71XeQzRDyML._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07KFNRQ5S,230,664.99,0.0
24847,B07RDMLR4V,AARAWN,5,9-Dec-18,False,Best smartphone made (not kidding),"I’ve owned my iPhone XS Max for a little over a month now. Let me say this, I started with the original iPhone and kept them through the 4S. I made the switch to Galaxy, and had those through the S6 Edge. Made the switch back and I can tell you my user experience is better than any phone ever. I was definitely the one that argued Galaxy are superior. For many reasons they are. I’ve played with the X, and was disappointed. Pros: Battery life is superior to anything I’ve owned Reception hands down is the BEST. I can use it without issue in the big department stores that plague everyone. The feel of this phone is luxury at minimum. It’s flawless in your hands. It’s faster than any galaxy or iPhone I’ve ever used and tried (Note 8 and S9) The apps are just designed better. I am a very heavy user and stream EVERYTHING. I have never had an issue with reception, speed or lagging, ever. 3D Touch and face recognition are super fast and user friendly. I’ve noticed face recognition gets better with use. It’s constantly calibrating, which means as you change, so it does. The camera, hands down is such an incredible quality. Both features and image quality. You know this about iPhone, and ignore marketing of other companies, it’s BS. Wireless charging is lightning fast Seamlessly connects with iPad and they automatically update each other with apps etc. THIS is super cool!!! The speakers are incredible! I actually have to turn it down a couple notches as it’s very loud The new Gold is just absolutely stunning. The backing is a pearlized gold and the trim around it is a classy and metal gold. Stunning Cons: Pricey No headphone jack All glass (doesn’t bother me as I am extremely careful with my phones) but the average person that drops, you need to put a case on. No headphones included No cable included (I bought a 5 pack from Amazon anyway beforehand, so it’s a non issue) The notch. Bit of an odd eyesore but in turn I get HD quality calls and reverse camera functionality) Overall this truly is an incredible device.",146.0,Apple,"Apple iPhone XS Max, 256GB, Gray - For AT&T (Renewed)",https://www.amazon.com/Apple-iPhone-Max-256GB-Gray/dp/B07RDMLR4V,https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07RDMLR4V,230,651.58,0.0
5730,B00VQQ294C,Dani13,3,9-Dec-15,True,Very disappointed!,"The iPod is in nice shape, however the ad is not accurate. It does not include the charger; which is an original accessory. Also, it doesn't come in a box, so if this is a gift they'll know it is used. Very disappointed!",8.0,Apple,Apple iPod Touch 16GB (5th Generation) - Space Gray (Renewed),https://www.amazon.com/Apple-iPod-Touch-16GB-Generation/dp/B00VQQ294C,https://m.media-amazon.com/images/I/41iauuPg5IL._AC_UY218_ML3_.jpg,2.8,https://www.amazon.com/product-reviews/B00VQQ294C,60,0.0,0.0
21911,B07KFNRQ5S,D'andre D.,4,9-Aug-19,True,"GREAT PHONE LOOKS REALLY NEW LIKE ""NEVER BEEN TOUCHED""",Hey i got to say the phone looks really new shoutout to networkstore for this really good product it just came today because i bought as an gift the person is loving it i would give 5 stars but just because its the first day im gonna play it safe but really good phone so far and it looks super new highly recommend if you dont wanna pay full price no orginal box but comes with charger and it is great....!!!!!,1.0,Apple,"Apple iPhone Xs Max, 256GB, Space Gray - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Max-Fully-Unlocked/dp/B07KFNRQ5S,https://m.media-amazon.com/images/I/71XeQzRDyML._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07KFNRQ5S,230,664.99,0.0
24884,B07RDMLR4V,D'andre D.,4,9-Aug-19,True,"GREAT PHONE LOOKS REALLY NEW LIKE ""NEVER BEEN TOUCHED""",Hey i got to say the phone looks really new shoutout to networkstore for this really good product it just came today because i bought as an gift the person is loving it i would give 5 stars but just because its the first day im gonna play it safe but really good phone so far and it looks super new highly recommend if you dont wanna pay full price no orginal box but comes with charger and it is great....!!!!!,1.0,Apple,"Apple iPhone XS Max, 256GB, Gray - For AT&T (Renewed)",https://www.amazon.com/Apple-iPhone-Max-256GB-Gray/dp/B07RDMLR4V,https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07RDMLR4V,230,651.58,0.0
12267,B06XRJQX91,Caitlin,5,9-Aug-18,True,Just as described,"Bought this phone as a replacement when my iPhone 8 Plus got stolen. The phone was delivered within 2 days. Looks brand new- no scratches, dents, etc. I was able to easily activate the phone with my existing Verizon phone number. Only downside, as other comments have said, is that the Snapchat camera does make the shutter sound and I can't find a way to turn it off. Other than that, I'm very pleased with my purchase and got exactly what I was expecting.",1.0,Apple,"Apple iPhone 6S, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Unlocked-Dual-Core-Camera/dp/B06XRJQX91,https://m.media-amazon.com/images/I/61+mrwyL24L._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B06XRJQX91,427,158.88,271.84
