,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
20661,B07HD3QC65,zuhx,1,9-Nov-19,False,"Becareful, Poor Build Quality",Stay away from this phone and pretty much any Nokia phone. The phone's charging port failed after only 9 months. After a Google search I found that this appears to be a known problem not only for this model but many other Nokia models as well. Nokia customer support would not honor the 1 year warranty. This is by far the worst phone I owned.,1.0,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,https://m.media-amazon.com/images/I/61uRnzVNj9L._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B07HD3QC65,484,209.0,0.0
4101,B00KM10ITK,James J.,4,9-Nov-15,True,Great value for the money,"Great value for the money. I bought this phone to use in Europe, primarily Spain, for personal and business use. My iPhone 6+ is locked and needed unlocked phone for local sim card. Phone came new in sealed box as ATT gophone. I arrived in Madrid, bought sim card at airport, and all is good. If you're an android or apple phone user, may take some time to get used to windows interface. My rating is based on principal use as unlocked phone for international travel and serves that purpose well.",1.0,Nokia,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,https://www.amazon.com/Nokia-Lumia-Unlocked-Windows-Quad-Core/dp/B00KM10ITK,https://m.media-amazon.com/images/I/61WZWpJTYmL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B00KM10ITK,693,103.98,0.0
901,B00836Y6B2,Mr. Evolution,5,9-Nov-13,True,This one is definitely worth looking into,"I've had my phone for about 3 1/2 weeks now, so I think it's time to write a review let me be the first to say I would give this five stars. If I didn't have to deal with as zune application constantly telling me that my phone is not connected so onto the phone review the phone is solid. It's it's a great phone. It's true what they say it does not have this many apps as the Google play store . But before you go and look for another phone from me saying that this phone. The apps that they offer for this phone actually work. They have some really fun games apps that are really useful not just a bunch of apps take up space on your phone. The icons are large to start with, you can make them smaller. If you want you can pen things to your start screen like you would any other phone because zune does not seem to want to work and I'm not the only one that seems to have this problem to the oxidation because a lot of people have the same problem. What I had to do was make my phone into a USB mass storage device that way I can drop my music over to it. I can use my phone as a music player while I'm at work. The speaker is more than decent in the battery seems to last for ever. Or I should say it will last a lot longer than most cell phones. I play with my friends iPhone just to see if I would like it before I even bought this phone to be completely honest with you I am more than happy with this phone, and I highly recommend anyone who is looking to get a solid phone that will make phone calls of course take beautiful pictures respond quickly and not have to stick it on the charger every night, then this is going to be the phone for you. I read reviews where people were saying that they didn't like the pictures that the camera took to be completely honest with you I don't know what they're talking about the pictures that my phone takes their really nice. They even have a little apps in the App Store for free where you can add light little special effects to your pictures a flashlight app calendar apps that are built into the phone already. This is a functional phone into be on you is not going to be for everyone. There's a lot of people who are canis dock on the iPhone craze that will quickly shy away from you know, a Windows phone, but I think this is phone puts iPhone to shame. Even people I work with that have iPhones keep asking me how much did my phone cost and where did I get it. And these are your iPhone is the best thing ever type of people. The one thing I'm still try to figure out and if there's anybody who can help me with this, please do is how to update my phone without using zune so once again I have to give this phone a solid five. Given that the music player application Zune doesn't seem to like to connect to computers, but I can still move my music over to my phone, so it's not enough for me to drop a star off of it . And if there's anyone who is looking into getting one of these go to your local AT&T store and grab one in touch it , fiddle around with it to figure out if you like it or not",1.0,Nokia,Nokia Lumia 900 Black Factory Unlocked,https://www.amazon.com/Nokia-Lumia-900-Factory-Unlocked/dp/B00836Y6B2,https://m.media-amazon.com/images/I/81ZlbLtZ3PL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00836Y6B2,929,109.98,0.0
19681,B07FSD86KD,Nate Robinson,5,9-May-19,True,Awesome phone,"Absolutely love it. There are just enough features on it to get by, and still brings back the old phone feel I liked. Great if your are looking for a way to get away from ""smart"" phone screens. Works with GSM straight talk and has 4G. Maps and Google search work well and are really quick",9.0,Nokia,"Nokia 8110 (TA-1059) 512MB/4GB 2.45-inches Factory Unlocked, International Stock (Yellow)",https://www.amazon.com/Nokia-8110-TA-1067-2-45-inches-Unlocked/dp/B07FSD86KD,https://m.media-amazon.com/images/I/514nWNP3X5L._AC_UY218_ML3_.jpg,2.9,https://www.amazon.com/product-reviews/B07FSD86KD,22,61.99,0.0
15491,B075FLG6MV,Lonnie-The GreatNorthernTroll-Moore,1,9-May-18,True,Horrible audio quality! Phone is virtually unusable!!!,"While the Nokia 2 seems to be a solid, relatively auto-intuitive phone, the one that I purchased from Amazon has Horrible audio quality. In all 3 modes (phone, speaker, or bluetooth), the audio sounds like someone talking under water... Apparently though, the person on the other end of the call can hear me just fine (again, in all 3 modes). I've arranged for a replacement via Amazon, and I'll update/edit this review upon receiving/testing the replacement phone. EDIT: Kudos to Amazon for a speedy, painless job of replacing the phone... Unfortunately, the audio quality when using bluetooth is still Crappy as F***. Its got some other minor issues, but the poor audio performance is the BIG one... btw, I use the same bluetooth headsets on multiple devices... this is the only device with audio issues, and it occurs with both headsets!",8.0,Nokia,"Nokia 2 - Android - 8GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5"" Screen - Black - U.S. Warranty",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B075FLG6MV,https://m.media-amazon.com/images/I/61-rum+PvIL._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B075FLG6MV,359,194.97,0.0
4956,B00O15MWOM,Sip,5,9-May-15,True,Five Stars,Works great. Perfect as expected.,1.0,Nokia,Nokia Lumia 530 White - No Contract (T-Mobile),https://www.amazon.com/Nokia-Lumia-530-White-Contract/dp/B00O15MWOM,https://m.media-amazon.com/images/I/81ba7gOGt5L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00O15MWOM,378,133.28,0.0
1628,B00A2V7BA4,Intrigued Pigeon,4,9-May-13,True,Great phone.,"Purchased this phone for my wife. She loves it. No dropped calls, the screen is gorgeous, the extra button for the camera is great, and the color of the phone is appealing. The device is well made and doesn't even need a cover. Although it is plagued with fingerprint smearing who cares, it works and it is well made. Although I can't give 5 stars because of the windows app store, due to its lack of apps, but then again this is not a fault of the actual device. I am thinking of picking one up after my current contract is up.",1.0,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Black-32GB/dp/B00A2V7BA4,https://m.media-amazon.com/images/I/61UTfUPGH1L._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00A2V7BA4,468,209.67,0.0
20727,B07HD3QC65,IB,2,9-Mar-19,True,Nokia 7 known issue with charging port,The port for charging has come loose and I've been using the phone for just 4 months. I've never had a phone wear out so fast especially since I'm not hard on phones and use it only for business.,2.0,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,https://m.media-amazon.com/images/I/61uRnzVNj9L._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B07HD3QC65,484,209.0,0.0
15587,B075FLG6MV,Jing Gao,4,9-Mar-18,True,Simple and good phone. Frustratingly slow when switching between apps,Simple and good phone. Frustratingly slow when switching between apps. I think in 2018 Snapdragon 6xx is necessary to run newer Android.,1.0,Nokia,"Nokia 2 - Android - 8GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5"" Screen - Black - U.S. Warranty",https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B075FLG6MV,https://m.media-amazon.com/images/I/61-rum+PvIL._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B075FLG6MV,359,194.97,0.0
1808,B00A7F57EM,P. Carlson,1,9-Mar-13,False,Could be 5 Stars if Verizon didn't Alter the OS to Charge for Visual Voicemail,"WARNING Verizon has altered Windows Phone 8 and requires you to pay $2.99/month for Visual Voicemail. This ends up being a hidden penalty of $71.76 over the two year contract per phone. I have had windows phones on AT&T and T-Mobile and neither charge for Visual Voicemail. If AT&T or T-Mobile coverage is good in your area, I would highly recommend going with them instead of Verizon who alters the phone operating system to stick you with hidden costs. I have two Lumia 822 phones, and enabling Visual Voicemail will cost me $143.52 extra compared to T-Mobile or AT&T. When purchasing the phones I asked the store sales person about Visual Voicemail and he indicated it was free. I called support once I found out it costs and they were of no help. Shame on Verizon, perhaps I should have stuck with AT&T and my Lumia 920. The Lumia 920 was an awesome phone, the only issue was I had poor LTE service at my house.",4.0,Nokia,Nokia Lumia 822 16GB Windows Phone Black - Verizon,https://www.amazon.com/Nokia-Lumia-Windows-Phone-Black/dp/B00A7F57EM,https://m.media-amazon.com/images/I/81jxGoYUWTL._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00A7F57EM,62,204.16,0.0
1523,B00A2V7BA4,ee,5,9-Mar-13,False,By far the best phone I owned,"In the past 10 years I have owned Symbian based phones, a couple of BB's, an android, and the Lumia 920. This is by far the best phone I ever owned. Great hardware, great camera, a little heavy but I got used to it pretty quick, and the software is very fluid, modern and usable... Well done Nokia, and well done Microsoft! Great innovation, finally something to give a push to the smart phone technology after so much stagnant dominance from iOS and Android....",5.0,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Black-32GB/dp/B00A2V7BA4,https://m.media-amazon.com/images/I/61UTfUPGH1L._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00A2V7BA4,468,209.67,0.0
1047,B00836Y6B2,ALEXANDRE MELO,4,9-Mar-13,True,Telefone,"Otimo telefone, apesar de nao vir os acessorios como estava no anuncio, no demais é bom, dá para o gasto.",1.0,Nokia,Nokia Lumia 900 Black Factory Unlocked,https://www.amazon.com/Nokia-Lumia-900-Factory-Unlocked/dp/B00836Y6B2,https://m.media-amazon.com/images/I/81ZlbLtZ3PL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00836Y6B2,929,109.98,0.0
14033,B071ZDQ6MV,Amazon Customer,5,9-Jun-19,True,There was a smooth and fast.delivery of the phone,The phone arrived but it is not what I expected based on the following. Dual SIM is not in side the phone and the phone doesnt have a provission for a replaceable battery. I am used to using a phone with a replaceable battery . I am returning the phone back as it didnt.meet my expection,1.0,Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B071ZDQ6MV,https://m.media-amazon.com/images/I/61291x3og8L._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B071ZDQ6MV,558,109.0,179.0
20529,B07HD3QC65,Kyle Mlynarski,1,9-Jun-19,True,This is an Excellent Phone - That is until you have a problem,"To preface this, the Nokia 7.1 is a solid mid range handset that I used to be able to recommend to almost anyone. I say used to because I recently had to deal with their support and boy is it .... something. My phone too experienced the issue where the USB C port was loose and stopped charging the device except at odd angles. I had only had the phone for just over 3 months. You can find many reviews here that mention this issue. Nokia support took the time to attempt to blame me for their well documented manufacturing defect and after some convincing said they would send over the warranty claim to e-mail. Nothing Was ever sent. Call #2: Call back and explain the situation and am told that I will need to send the phone in for repairs and that I would be without a phone for 7-10 business days. What was I to do without a phone for those 7-10 business days? Not Nokia's problem. Contact the retailer you bought it from. I had to explain to the supervisor that In the United States it is generally the responsibility of the manufacturer to handle the warranty after the retailers return period (Usually around 30 days). Well that wasn't his problem, contact the retailer to see if they will help you. Said he would send documents to my e-mail address within 20 minutes. 1 Day later, no documents. It took the third call to finally get an agent to finally send over these mysterious ""documents"", though I will still be without a working phone for 7-10 business days. Thanks Nokia! Nokia apparently hasn't heard of customer service or even industry standards like advanced device replacement, where they place a hold on your credit card for the full cost of the device and send you a new device and ask you to return the old one and once you do release the hold. I had recommenced this device to quite a few people before i began experiencing issues. I can tell you that Never again will I recommend Nokia or purchase any of their products. This company has the same support aptitude as any number of generic Chinese no name companies.",3.0,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,https://m.media-amazon.com/images/I/61uRnzVNj9L._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B07HD3QC65,484,209.0,0.0
15284,B07579T83L,Allan Staton,1,9-Jun-18,True,Useless,It did not come with a sim card. Therefore we cannot use it.,1.0,Nokia,Nokia 105 [2017] TA-1037 Only 2G Dual-Band (850/1900) Factory Unlocked Mobile Phone Black no warranty (White),https://www.amazon.com/Nokia-TA-1037-Dual-Band-Unlocked-warranty/dp/B07579T83L,https://m.media-amazon.com/images/I/41QNnygel4L._AC_UY218_ML3_.jpg,3.0,https://www.amazon.com/product-reviews/B07579T83L,133,34.99,0.0
14191,B071ZDQ6MV,Ced,1,9-Jun-18,True,Garbage. Charge port fails after 6 months.,Phone is garbage. Charge port fails after 6 months. Don't buy.,1.0,Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B071ZDQ6MV,https://m.media-amazon.com/images/I/61291x3og8L._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B071ZDQ6MV,558,109.0,179.0
1621,B00A2V7BA4,Amazon Customer,1,9-Jun-17,True,Nice looking phone that was now just a expensive paperweight,"The phone had many problems from the start some apps would make it overheat for no reason, the wireless charging barely worked and eventually after only owning it for a month it just went. The screen would only turn on from volume and power but the touch didn't work at all. I later found out this model was known for overheating and software problems. Nice looking phone that was now just a expensive paperweight. Screen wouldn't work even after multiple resets and shutting off phone.",1.0,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Black-32GB/dp/B00A2V7BA4,https://m.media-amazon.com/images/I/61UTfUPGH1L._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00A2V7BA4,468,209.67,0.0
1839,B00ACZ0DUA,James Anderson,3,9-Jun-14,True,Totally Bummed,Received phone in great shape. Everything on it seemed to work well. Went to an AT&T store to get it activated. The phone wouldn't handle the SIM card and wouldn't connect to ATT. Asked for a refund/exchange. Refund approved quickly. Received personal Emil with apology. Good customer support.,5.0,Nokia,Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl Zeiss Optics Camera - Yellow,https://www.amazon.com/Nokia-Unlocked-Windows-Smartphone-Optics/dp/B00ACZ0DUA,https://m.media-amazon.com/images/I/51FCiU2tJ8L._AC_UY218_ML3_.jpg,3.0,https://www.amazon.com/product-reviews/B00ACZ0DUA,74,182.25,0.0
1546,B00A2V7BA4,user9924,5,9-Jun-13,False,After 8 months still very happy with the phone,"This is a great phone that has all the storage I need. The camera is excellent, I have some great shots. The Windows Phone OS is very fast and quite smooth - dual core CPU is fine. Since the OS is well written, it doesn't need the CPU horsepower that Android requires. Also, I rarely need to reboot because an app hangs (maybe once ever 4-6 weeks). Nokia is constantly updating it own apps and features, I probably would not be as happy if I had a HTC or a Samsung, since they do not support this OS as well as Nokia. Of course it does not have every app ever made, but all the important ones I need are here. I expect more apps over the next few months as the unit sales continue to rise.",2.0,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Black-32GB/dp/B00A2V7BA4,https://m.media-amazon.com/images/I/61UTfUPGH1L._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00A2V7BA4,468,209.67,0.0
20506,B07HD3QC65,beabuthers,2,9-Jul-19,True,Great Phone with Design Flaw - Charging Port Issues,"Let me preface by saying I love this phone.... I really do.... it's a good value, the design aesthetic is beautiful.... HOWEVER.... I've had this phone since December 2018 and just about 2 months or so ago, the charging port started to become loose - this appears to be a common issue for many Nokia devices. At the same time I got mine, I also ordered my mom a Nokia 3.1. Hers is starting to have the same issue as well. Apparently, if you use Nokia phones while charging them, or as you plug and unplug the charger cable over time, the charger port becomes extremely loose and wobbly. It started off as a minor annoyance; not quite connecting/engaging the charge, but if you wiggled the cord, it would charge. After a while, the fast charge wouldn't engage, but the normal charge would still go. It continued to progress, with various degrees of not-charging.... we went from annoyance to full on failure within a couple of weeks. There were times it would only charge if I had the cord at a certain angle and pinched the phone in my hand. Other times I could get it to charge just by propping the phone up and angling the cord. Finally, it would not charge at all without consistent pressure on the cord at exactly the right point. At the end, I was practically performing acrobatics to get this phone to charge. There are multiple forum posts on the official Nokia forums regarding many different models with this same issue…. I wish with all my heart that Nokia would issue a statement or address the issue in some way but I can’t find any official response or even an acknowledgement of the issue. These are excellent phones aside from this problem. I am extremely sad and disappointed, as I was extremely, extremely happy with my 7.1 until the charging port went wobbly. As this issue seems to be across the board with all of Nokia’s USB-C charging ports…. I’m afraid I can’t recommend them to anyone at this time. I got 7 months out of it. If you submit it to Nokia to get it fixed, what I’ve gathered is, there are long lead times because of insufficient part availability, and the issue will resurface again because replacing a faultily designed object with another faultily designed object isn’t actually fixing anything, it’s giving you another 6 months or so until your warranty is up and you have to replace it on your own (but you can’t find the legit OEM part so you’re basically done for anyway and have to order a new phone.) 2 stars for the aesthetics and the attempt to build a good quality mid-range phone. They almost got there.",9.0,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,https://m.media-amazon.com/images/I/61uRnzVNj9L._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B07HD3QC65,484,209.0,0.0
22131,B07LBPP4J9,Patrick Huynh,5,9-Jul-19,True,Nice phone!,"Really, really nice phone. I wanted to buy a budget phone for my aunt who needs to replace her old phone. I have an iPhone 7+, but that's too expensive. I wanted to go for a large screen, and budget. Enter Nokia 6.1! It's really large, good battery life, and overall good quality! The interface is a bit confusing to set up, but it isn't impossible to work with. My aunt just plays her casino slot games casually and brings it out whenever she goes grocery shopping. She says, ""Whole day, 84%!"" It's really good value for mid-tier phones now. You don't need to go for more expensive phones when these are really great to use. Welcome back Nokia!",4.0,Nokia,Nokia 6.1 - Android 9.0 PIE - 32GB microSD - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.Screen - Black,https://www.amazon.com/Nokia-6-1-Unlocked-Smartphone-T-Mobile/dp/B07LBPP4J9,https://m.media-amazon.com/images/I/61+7tN6sHHL._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B07LBPP4J9,40,0.0,0.0
