,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
17620,B0791VS3N9,James,5,9-Mar-18,True,After all why buy a phone for 1000 dollars when you can get one almost just as good for less than 300,"Okay first of all let me get this out of the way. Do not worry about the chinese government spying on you lol Huawei is there to make money by selling phones, period. If you ask me I believe Samsung and apple had something to do with that spying rumor because they want to keep the competition down in America and Chinese phones pose a threat. After all why buy a phone for 1000 dollars when you can get one almost just as good for less than 300. So with that being said, this phone is amazing. Super fast fingerprint scanner, camera quality is amazing, if you handed this phone to someone who didn't know huawei, they would think you paid three times the amount that you actually did. I asked Huawei about a update to Android 8.0 and they said it is confirmed and should be released in April or May at the latest. The software is well optimized and I can get about 6 hours of screen on time with casual use such as calling, texting, and social media. You can zoom in the screen on apps to take advantage of the 5.9 inch screen. The speakers are not the loudest but the quality is good and clear. The audio through the headphones is really good and it also has a mode to improve it even further giving it a bit more bass. The only downside to me is it isn't USB type c, but with how great this phone is all the pros definitely make up for it having micro USB. With phones like this, from Huawei and xaomi, the days of paying 600 to 1200 for a good for are over.",471.0,HUAWEI,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),https://www.amazon.com/Huawei-Mate-Factory-Unlocked-5-93/dp/B0791VS3N9,https://m.media-amazon.com/images/I/811cPuY63mL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B0791VS3N9,2,349.99,0.0
18424,B07C6FCC8G,Sheng Guo,5,9-Mar-18,True,It looks good and functions well as a flagship phone,"First time to have a Huawei phone. It looks good and functions well as a flagship phone. The $150 gift card for pre-order makes it cost-effective. The phone comes with a protective case, which is ok. Since I want to have more protection for the screen, I also purchased the Smart View Flip Case made by Huawei, which looks great and works well.",4.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18714,B07C6FCC8G,Tod S.,5,9-Mar-18,False,Worth it. Edit: 11-2019: Best phone ever.,"This phone has been great so far. I honestly can't think of one thing about it so far that I don't like. I'm not saying it's perfect for everyone, as it doesn't have every feature that a Samsung Note or Galaxy has, but it's blazing fast, the battery life is as amazing as the reviews say it is, and the camera is very good. The build quality, design, and software features all give it a high end vibe, and the lower screen resolution compared to the Samsungs really doesn't matter. This screen looks amazing, and the trade-off in battery life is worth it, in my opinion. Lastly, I personally am finding EMUI to be a fine iteration of Android on this device. I came from a near stock version and I actually prefer this, and I think this UI plays a big role, along with the AI, in making the battery life something special. I'm a big fan of Windows Phone, and I'm sad that it didn't catch on, as my two Nokia Lumia phones operated absolutely flawlessly, in a way that Android never has for me, but this phone feels like it has a chance to be the one that I've been looking for. Anyway, I know I've been gushing a bit, but this phone really is that nice. November 2019 update: Still using this phone, and it's still flawless. Best phone that I ever owned. Battery life continues to be outstanding, and this is the first time ever that an Android phone has not developed ""quirky behavior"" for me over time. I love getting new phones. I love shopping for new phones. For the first time in my life, and after nearly 2 years with the same phone, I'm not even interested in shopping for one.",2.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
23928,B07Q2X19LG,Carlos Alexandre,5,9-Jun-19,True,Nice,Good,2.0,HUAWEI,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",https://www.amazon.com/ELE-L29-Factory-Unlocked-Smartphone-International/dp/B07Q2X19LG,https://m.media-amazon.com/images/I/61jJeZBliWL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q2X19LG,115,513.99,749.99
23877,B07Q2WPMNB,Trevor J.,5,9-Jun-19,True,The camera is unbelievable!,"I am a longtime iPhone user, so this was a big jump for me. My hobby is photography, and I thought the iPhone Xs camera was amazing, but the P30 blows that camera out of the water in so many ways. The 10x digital zoom is unbelievable sharp, and the 5x optical zoom is unparalleled. The phone has a beautiful feel in the hand, even with a case. I think part of that is the narrow width/longer length. Even though the screen specs are nowhere near those of the Galaxy10, I find it crisp and bright. EMUI might be antiquated, but I find it perfectly functional. Although it is expensive, even the basic version is 8GB RAM and 128GB memory is a huge leap from my Xs, for less money. My only complaint so far is the facial recognition - it barely works. Sometimes, even in perfect light and no hat or sunglasses, it doesn't work. But I sure like having a unique camera. Here in the US, the carrier monopoly offers such a limited selection, resulting in most people having the same phones, which at the higher end are iPone/Galaxy/Pixel.",33.0,HUAWEI,HUAWEI P30 Pro Factory Unlocked International Version 128GB Black,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/dp/B07Q2WPMNB,https://m.media-amazon.com/images/I/51zDfRUUhHL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07Q2WPMNB,38,686.99,0.0
17613,B0791VS3N9,Daisy S,5,9-Jun-18,True,Here is a very detailed review of the Huawei Mate SE Phone,"Well, I am a very experienced Techie type and I was looking on Amazon for a 64 GB Internal storage with 256GB external SD Card Capabilities and close to 6 inch Android Unlocked Phone. Before I purchased this phone (in the Gold color), I read all the specs and made sure it would work with my AT&T LTE Data plan, Texting, Phone calls and also my home WiFi. And It works fine for my WiFi and Data needs. *My goal in this review is to help you with your decision of whether or not to purchase this phone. Please note that this review reflects my personal opinions and experience with this phone.* PROS: 1) 64GB of Internal Storage...however after the OS and Factory Apps, it had 51gb left. After I installed lots of personal Apps such as Word and Excel (free from Playstore) and several weather apps, Facebook, Twitter and Kindle, I have 46.84gb left. Plenty left if I want to install more apps or updates on apps. 2) 4G/LTE Data/Hot Spot Info. I have a ATT Data plan so I tested for 4G/LTE on an app and it verified that I have 4G/LTE. My LTE data is very fast and works perfectly when I out of a WI-FI area. The data hotspot worked great as I tested this on other devices. 3) Android OS---My phone arrived with Oreo 8.0 pre-installed. And it runs flawlessly! 4) WiFi and Bluetooth abilities: My WiFi Router is a ATT UVERSE 2Wire model (not a 5 Ghz). The WiFi connected immediately to this phone and it is a very fast WiFi, I tested the speed of the WiFi using an app WiFi Analyzer Pro, it tested at 72 mbps. So I am very pleased with this. Also, the WiFi is super strong and I receive 5 bars around my home and it keeps the strong connection even in my backyard. * Bluetooth...So I setup a Bluetooth speaker and Bluetooth headset, both connected wonderfully to this phone. I kept the Bluetooth speaker on and played music while WiFi was connected. Both did fine and my WiFi worked well and had a very strong signal.* ***If you later on buy a 5GHZ Router, make sure that is DUAL BAND and auto switchable to 2.4GHZ. Some of the higher end Routers have dual band/switchable 5GHZ/2.4GHZ. The newer, high end Routers auto switch ( make sure it is setup for this). This way it allow the 2.4GHZ Devices to connect to 2.4 GHZ band and the newer 5 GHZ devices can connect to the the 5 GHZ band. I have researched 5 GHZ/2.4 GHZ Routers thoroughly as I hope to purchase a new Dual band 2.4 GHZ/5 GHZ Router in a few months..this way, I can connect any device to the WIFI. However, right now my 2.4 GHZ AT&T Uverse Router is fast and my phone gets 4 bars of WIFI even in my large backyard, 2.4 GHZ band has a longer distance than the 5GHZ band. I prefer the 2.4 GHZ band over the 5 GHZ band because I need a longer distance because I am in a large house and need to connect to WIFI in any room I want to, even outside in my yard). And the 2.4 GHZ connects well with a great speed. 5) Display---The almost 6 inch (5.93 inch) display is very, very clear and colors vivid as it has 407 PPI sharpness, super sharp and the colors are vibrant! Reading on the Internet, Kindle book or PDF Book, the text is very crisp. The videos in YouTube are very clear as well. 6) Speed and Performance--I use Word, Excel, Facebook, Twitter, Internet, YouTube, Email, etc. I do not play games on this phone yet I found all videos run very well. Performs well, no lagging and no freezing. 7) WiFi calling---Huawei does NOT have ACTUAL WIFI CALLING on this phone. I have a Google Hangouts account and Google assigned me a number. For me to call on WiFi, I use my GOOGLE VOICE PHONE NUMBER, which is different from my cellphone SIM CARD number. Note that I use Google Hangouts on my non cellular Tablet sometimes to make a ""WiFi"" phone call. 8) External Slot for SD Card---So I installed a SanDisk 128gb Micro SD card which was loaded with my music, pictures, home videos and files. I still have 75 gb left on my SD Card. According to Gsmarena, this device holds up to 256 GB Micro SD card. 9) Camera---I actually took some inside and outside pictures and saved them to my SD Card. The pictures (indoors and outdoors) are very clear, excellent for sending in email or even Facebook. My videos also came out well. 10) Battery life and Device Coolness---Battery life I find excellent and I am a heavy user of apps. I watch lots of YouTube videos, Facebook, listen to my music etc. My battery starts off at 100 percent, then after one hour of heavy use it shows close to 90 percent. So I am pleased. ***Device coolness/Battery coolness---The battery temp is usually at 77F to 86F, but after downloading say several books on my Kindle app, it will reach 95F, then go right back down to 86F. I use Battery Solo Widget free from the Playstore. 11) Printing documents on this phone. So I installed PrinterShare app from Playstore. Using the SHARE option in Word, Excel and many other apps, I print right from this phone as it prints on my HP Wireless printer. No need to get on my laptop to print! 12) Sound Clarity: I use 2 types of headsets, the wired type and the Bluetooth type. When I use a wired headset, it has good quality. And when I use my older Bluetooth headset it als o sounds great. Personally, I find the sound on this phone using a headset or Bluetooth speakers is excellent. And I listen to music, videos often with this phone. Also the phone call clarity is excellent as well, both on SPEAKERPHONE or using the phone by my ear. 13) USB Port is MICRO not a type C. However it does have OTG (On the Go), which means with a USB/Micro adapter, you can insert a USB Flash drive, USB mouse, keyboard (one at a time). I use this to copy files from my Flash drive to my phone or vice versa). Cons...Three cons: 1) USB Port is MICRO not a type C. However, I was happy because I have several MICRO chargers. No need to buy a new Type C one as my spare charger. 2) NO 5GHZ WiFi receiver. Since I have an older router without 5ghz, this is not a problem for me. *If you have a 5ghz router, you may want to consider another phone that has 5ghz capabilities. 3) NO NFC...This I was aware of and I do not use this feature anyway. If you need to use NFC, then this phone would NOT be the best choice for you. Note that I am rating this 4.5 stars, rounded off to 5 stars because this phone has 64gb internal, huge screen with superb clarity and this a beautiful phone that is reasonably priced, yet looks expensive. Would I buy this phone again? Yes, because of the very large screen, 64gb internal space and great price. ***Thank you for reading my review. I hope that it has helped you in your decision of whether or not to purchase this phone.*** Since I am a techie type, ask me questions if you like.",2.0,HUAWEI,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),https://www.amazon.com/Huawei-Mate-Factory-Unlocked-5-93/dp/B0791VS3N9,https://m.media-amazon.com/images/I/811cPuY63mL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B0791VS3N9,2,349.99,0.0
18675,B07C6FCC8G,Peggy,5,9-Jun-18,True,Takes excellent pictures!!!,I've had this phone for about a month and I love everything about it!! It takes excellent pictures - even in very low light!,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
21356,B07J4Z9647,Ian,5,9-Jul-19,True,Former iPhone user never going back,"Went from using an iPhone to this, definitely not going back. Battery lasts all day, even with Bluetooth headphones connected most of the day. Screen is big enough to watch shows but not to the point it won't fit in a normal size pocket.",3.0,HUAWEI,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",https://www.amazon.com/Huawei-SNE-LX3-Factory-Unlocked-International/dp/B07J4Z9647,https://m.media-amazon.com/images/I/51eM8j7wKzL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07J4Z9647,422,229.98,299.99
18573,B07C6FCC8G,Sergio,5,9-Jul-18,True,De los mejores celulares que hay,Increíble me fascinó el celular sin duda la mejor compra en Amazon y el color me encantó funciona de maravilla en la red Metro PCS. muy rápido el envío y llegó muy bien,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18401,B07C6FCC8G,kat,3,9-Jan-19,True,Iffy...,"I bought this phone as a replacement for my Nexus 6P, but after a month of using it I am not sure it matches the quality of that previous phone, which I loved. The phone frequently tells me I have no signal (in the middle of Boston) and struggles to load pages on the subway or around town even when the signal bars show as full. Instagram has crashed several times, a text I sent to a group went to one individual only (she showed me on her phone that it only went to her even though my phone made it look like it went to the group) and all my text messages with my boyfriend, which had been imported from the Nexus 6P, were just gone one day. I also don't love all the Huawei apps that are installed as alternatives to Google apps, and had to figure out how to disable them all to avoid getting two sets out notifications all the time. The headphones are like airplane ones, hard plastic that won't stay put in your ears, and which are super uncomfortable. They were 'free' with the phone though, so I'm not complaining about that too much. The free case and headphone jack converter were nice. The camera is good and I do value the fact that the phone is water resistant and has eye comfort mode. Generally it does what I need it to do but I am sort of wishing I'd bought something else....is it possible to return I wonder?",4.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
19519,B07F2PWRZR,Viola,5,9-Jan-19,True,I liked,It's a good cell phone,1.0,HUAWEI,"Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45"" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Gold)",https://www.amazon.com/Huawei-FullView-Smartphone-Unlocked-International/dp/B07F2PWRZR,https://m.media-amazon.com/images/I/61heZpXti6L._AC_UY218_ML3_.jpg,4.0,https://www.amazon.com/product-reviews/B07F2PWRZR,52,89.96,0.0
