,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
26728,B07Y8XK9GC,Michael,5,9-Nov-19,True,Know that it is a gsm factory phone. Sim card only,"Honestly I am very happy to say that this is the most amazing phone I had paid for! With a bit of research, you can find a high quality phone like the iPhone x for less!! I recommend people shop online! This is 100% legitimate and safe! I'm happy with my new Redmi phone!!",3.0,Xiaomi,"Xiaomi Redmi Note 8 Pro (64GB, 6GB) 6.53"", 64MP Quad Camera, Helio G90T Gaming Processor, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Pearl White, 64 GB)",https://www.amazon.com/Xiaomi-Camera-Gaming-Processor-Unlocked/dp/B07Y8XK9GC,https://m.media-amazon.com/images/I/717jdCOqv6L._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Y8XK9GC,148,216.0,0.0
26911,B07YQ58NPF,Pinto,5,9-Nov-19,True,"Probably better than the latest iPhone and Samsung, and 80% cheaper","I have had it for a week. Super fast and the battery can run for a day and a half to two days. Better than all the Samsungs and iPhones that I have used so far. There was one glitch when I was setting it up. The navigation bar vanished. Suddenly, I couldn't move back and forth. I had to reset the phone to factory default. Since then, no problems. I hope it stays the same for a couple of years at least. At $250, there's not much to complain about.",13.0,Xiaomi,"Xiaomi Redmi Note 8 Pro 128GB, 6GB RAM 6.53"" LTE GSM 64MP Smartphone - Global Model (Mineral Grey)",https://www.amazon.com/Xiaomi-Redmi-Note-128GB-Smartphone/dp/B07YQ58NPF,https://m.media-amazon.com/images/I/71Wdzni6wRL._AC_UY218_ML3_.jpg,4.6,https://www.amazon.com/product-reviews/B07YQ58NPF,127,235.78,399.99
25374,B07T7MM64L,AvrgCustomer,1,9-Nov-19,True,Unsatisfied (Horrible experience/seller),"Received this device in the scheduled time, but one week after using, the screen malfunctioned. No damage whatsoever, just stopped working, will adjust rating/review in the future based on their return policy and new product received. Update: They received my device in the mail, then put me through the ringer, doing their best con job to make it seem that I was the one at fault, that I SOMEHOW broke it, refused to give me my money back, or even reimburse my shipping fee, effectively robbing me. So now they're sending their faulty device back to me. Which is pointless, because I've already washed my hands with this seller. I doubled down and bought a OnePlus 7 Pro from a different seller, and I'm much happier with it.",2.0,Xiaomi,"Xiaomi Mi 9T (128GB, 6GB RAM) 6.39"" AMOLED FHD + Full Screen Display, 48MP Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (Carbon Black)",https://www.amazon.com/Xiaomi-AMOLED-Display-Factory-Unlocked/dp/B07T7MM64L,https://m.media-amazon.com/images/I/61QTazZbBRL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07T7MM64L,94,298.98,0.0
20299,B07H41NB46,JDBiotech,5,9-May-19,True,"Fast, good cam, good value",This is a very fast phone. Face recognition and fingerprint works really good. I use it on att and I have lte always I have a commute time to work around 30 mins by car and I never loss signal. I only tried in att. I read that it might not work in other carriers just be mindful of that. Camera is good but not pixel camare level even with Google cam app,1.0,Xiaomi,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",https://www.amazon.com/Xiaomi-Pocophone-Graphite-Unlocked-Warranty/dp/B07H41NB46,https://m.media-amazon.com/images/I/71q3UGwZhcL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07H41NB46,237,314.5,0.0
21528,B07JMPGNHK,Jason,4,9-May-19,True,Doesn't work on tracfone network,Overall good so far. I like what you get for the price. I couldn't get this to work on tracfone network but switched to another carrier.,1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
21519,B07JMPGNHK,Hanumantharaju Ramaiah,4,9-May-19,True,Good I like it,I liked,1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
24051,B07Q6ZZ4S1,Payel Dhara,5,9-May-19,True,Decent phone,"Great picture quality as usual as in xiaomi phone. I wish I had the 6gb version as 48mp pic processing is slow. No network issue so far, no LTE with H2O wireless but getting LTE with Google-Fi. No 4K video Slow motion max at 120f/s Face unlocking is ok Fingerprint scanner is fast Using without any cover - less or no fingerprint in the back glass. Full screen (with notch) videos for Netflix, Prime videos and YouTube. FM signal is weak inside home outside is fine. You can record FM songs - great out-of-the-box feature. Multitasking is a little lagging, but not too bad so far. Good battery life with regular use (few videos, songs, picture, browsing) - not checked with any game. Wish: It would be great if it comes with NFC & Wireless changing",35.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07Q6ZZ4S1,272,186.0,0.0
20891,B07HK4JNV1,Trish,5,9-Mar-19,True,I. Love. This. Phone.,"I've been dying to write a review on this phone. I've never been this happy about a phone. Ever. First of all, my previous phone is a Huawei Honor 5x. It's a decent phone, but because I'm a heavy user of social media, various apps, etc., it began to lag terribly over time. It was time to find a new phone, and I did a LOT of research before deciding on this one. First, aesthetics: This phone is beautiful. Mine is black and it has a sleek, expensive look. I love the shape of it, and it fits well in my small hands. My old Huawei looks so clunky next to it. I like that the app widgets are small, too. The screen is large and gorgeous. The phone also comes with a silicone case. Second, overall performance: This thing is FAST. The phone is very responsive, and I don't have to wait for a page to load, or to open apps. I'm in love with how streamlined it is, and how easy it is to figure out. I was looking at my mom's new Samsung J7 Crown the other day, and I didn't like its setup at all. It made me appreciate my Xiaomi even more. The battery life is awesome. With modest use throughout the day, I've often had more than 50%, even 70% at the end of the day. I also like that on the battery indicator it shows an actual number indicating the percentage of charge left. Third, camera: I haven't used the camera much, yet, but I love it so far. I love the time-lapse and slow-motion features, and was giddy when I discovered it even has tilt-shift! I'm an amateur photographer, and I've done many tilt-shift images by editing them in Photoshop. So this was a bonus. It also has a Portrait mode. I will tell you that the Portrait mode does not create a true portrait photo. It blurs the background of your subject, and it does a very good job of it. You may see a little blurring around the edge of your subject, which would not be present in a photo done with an actual camera. It is much the same as doing it in post-production in Photoshop or another program. Still, it's pretty cool. The overall photo and video quality is beautiful and sharp. I suggest to anyone who wants to use the zoom feature...don't. As with any phone with digital zoom, you will lose the sharpness of your photo any time you use digital zoom. If at all possible, take the photo of a far-off subject without the zoom, then crop it. This phone does a nice job of getting great detail from a distance, so once the photo is cropped, it will look much sharper than if it had been taken using the zoom feature. I also discovered, accidentally, that I can use the volume button to snap a photo, which is nice. The video quality, as well, is very nice. And you can snap photos while shooting video. It shoots in 1080p, and I've read that the Note 7 Pro that is coming out will shoot in 4K, but 1080p is nothing to sneeze at. I'll still be able to produce some nice videos for Instagram, etc. This phone has a gyroscope, so you can play Pokemon Go and other similar games with it very smoothly. However, I just started playing Jurassic World Alive, which is much like Pokemon Go, and I can't use the AR function within the game. The phone is not supported at this time. It may work with Pokemon Go, though I haven't tried it yet. It may be dependent on the app itself. The sound quality on this phone is great, too. I often use my Soul Emotion Bluetooth earbuds with it, and it's loud and clear. Even without them, the volume is really good and not at all tinny. I also discovered that this phone has an IR blaster, so I'm able to control my Roku smart tv and Samsung blueray player with it. I lost my blueray remote forever ago, so I was stoked to be able to use my phone to use all the functions. It was super easy to set up. I also can cast whatever I'm doing on my phone to my tv, so I've had some fun with that. I talk to my granddaughter via Facebook Messenger video chat, and sometimes I'll cast our session to the tv. If you don't know how to do it, just go to Settings, then More, then Wireless display, turn it on, and if your tv is connected to your wifi network, it will show up below. Just click on it and in a few seconds you'll have your phone's display on your tv. You can watch Facebook videos, look at photos on your phone, etc., if you want to. It's pretty neat. I haven't tried the Face Recognition or Fingerprint features yet, so I can't speak to how well they work. Oh, another nice little feature about this phone I love is the volume control. When you click on the button, the controls pop out from the right side of the phone and there are two separate buttons. The top one is to operate the volume for videos and such. The bottom button turns off the volume for notifications and ringtones. I love this because I can immediately silence them without having to go into another menu to turn down what I need to, one by one. This is great when I'm at work and forget to turn off notifications. I can do it at a touch of a button, and turn it on just as easily. Finally, I use Straight Talk, with a T-Mobile sim card. I've had no issues with calls or texting. However, I never talk on the phone, so I can't touch on whether there are issues with dropped calls or problems receiving or making calls. I've tested it a few times, and it worked just fine. As for texting, it works perfectly, and I can easily send photos and videos. I did have to get a new sim card because my old phone used a micro sim, whereas this phone uses a nano sim. I also was able to transfer all my apps that were stored on my 32gb SD card flawlessly to this phone. I think I've covered everything. At this price point, you can't beat the features and functionality of this phone. I needed more internal storage and ram, and with 64gb of internal storage and 4gb of ram, I know I won't have to worry about the lag I experienced with my previous phone. It only had 16gb of storage and 2gb of ram. That's fine for a casual user, but for me, it wasn't enough. I'm super happy with this phone. There are more expensive phones out there that don't offer all the features packed into this one. Get. This. Phone.",43.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
19600,B07FM9913M,Amazon Customer,5,9-Mar-19,True,Jack of all trades.,"Great phone overall. Really good with the 4 gifs of RAM. Only thing missing is an SD card capability, and possibly a recommendation for a very headset that works well with it (with remote or magnet button). Besides that I love this phone! Only reason you should hesitate is if 64 gigs of memory isn't enough for you.",1.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
21504,B07JMPGNHK,Guillermo,5,9-Mar-19,True,Altamente satisfecho con el producto y servicio,"Tanto el producto como el servicio de la venta y del envío cumplieron perfectamente las expectativas, en base a lo que estaba ofertado previamente.",1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
23765,B07PY52GVP,Terrahelix,5,9-Jun-19,False,Best sub $200 phone in the world,"Unlocked.....Yes, 6.3"" screen, Snapdragon 660, excellent midrange processor. 4GB Ram, 64GB storage. Micro SD slot, headphone jack, Built in FM Radio. Dual Sim slots, 4000 mah battery. This phone blows away anything the US carriers offer at this price point. Build quality excellent. Works on AT&T and T-mobile. As well MVNO""s.....Straight Talk....etc. Cons.........Xiaomi uses Miui as a skin over Android. Google ""Disable Miui AD's"" then disable all the ad's. You can thank me later.",3.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
24758,B07R5ZYR77,Emile,5,9-Jun-19,True,Amazing value,Amazing tech at half the price of its competitors. Unbelievable value for money,7.0,Xiaomi,"Xiaomi Mi 9 128GB + 6GB RAM - 48MP Ultra High Resolution Camera LTE Factory Unlocked GSM Smartphone (Global Version, No Warranty) (Piano Black)",https://www.amazon.com/Xiaomi-128GB-6GB-RAM-Resolution/dp/B07R5ZYR77,https://m.media-amazon.com/images/I/51OANpTqi8L._AC_UY218_ML3_.jpg,4.7,https://www.amazon.com/product-reviews/B07R5ZYR77,56,387.0,0.0
24421,B07QK32C8M,Jesse Lorusso,5,9-Jun-19,True,Amazing Phone!,"This phone for the money is hands down the best bang for the buck hands down! I came from a Galaxy s8+ and will not even look back to Samsung again! The photos are fantastic, smooth and responsive, and even have LTE on AT&T! Shipping was the fastest I have ever received on Amazon. Very much worth the buy!",5.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Space Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07QK32C8M,https://m.media-amazon.com/images/I/51Hc4HmwwbL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07QK32C8M,229,176.94,0.0
23604,B07PY52GVP,Mynameisjohncarter,4,9-Jun-19,True,Best bang for buck smartphone mid 2019,"This is the best 4 ram / 64 memory phone on the market right now. I'm using Mint Mobile for only $20 per month. Superb Image and video quality. (Has 1080p @ 60 FPS) Currently using poco launcher + pixel icons+ GCAM for photos. Only con is the battery life, But I use my phone for 12 hours straight everyday Build quality is a nice metal finish. Make sure to get a case that protects the camera lense because it protudes out. Only major cons: battery only last about 14 hours of YouTube, earphone is a little quiet , and only the screen is waterproof . The mic and charging port are not waterproof",2.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
20911,B07HK4JNV1,SHIJO JOSE,4,9-Jun-19,True,Phone bricked during firmware upgrade. - There is a way to fix it.,"I bought this phone based on reviews at Amazon. Yesterday phone prompted for a firmware update and I said ok to update. After the update phone does not turn on. Called amazon tech support and xiaomi with no luck to revive the phone. I remember the firmware upgrade showing about 52 % then suddenly phone went off by itself as if the firmware upgrade aborted or something. amazon will give a refund for phone. sending it back. Never used the phone. Did not even put a sim card in it. Was getting ready with latest software and then this happens. Shouldn't xiaomi do some check sum for they are pushing bug free version of firmware to playstore and shouldn't phone verify the firmware it downloaded is good before it is applying ? There were several warnings not to touch power button during firmware upgrade. But what to do if phone goes off by itself during upgrade and becomes a brick by itself. My first and last purchase of Xiaomi phone. Update 06/11/2019. I am changing my review from 2 star to 4 star because the hardware of phone really is good only the firmware upgrade over the air went bad and bricked it - however there is a way to fix it. I did some google searches and found good copy the firmware is available at https://en.miui.com/download.html downloaded Redmi Note 6 Pro Latest Global Stable Version Fastboot File Download to my computer. Also downloaded the MIUI ROM Flashing Tool to my computer and installed it. Installed winzip and uncompressed the firmware. Pressed power button and volume down button together on phone to get fast boot prompt on phone. Connected phone to computer, via USB cable, ran the flashing tool, selected the source directory where uncompressed firmware is located. Then clicked flash button. This tool flashed or replaced the damaged firmware on phone with a good copy of firmware. It took a several minutes. But phone booted fine and good since then. https://en.miui.com/ website has all these instructions how to manually flash the firmware but you need some back ground too for doing this. Anyways happy that phone case and screen protector that i bough for this phone does not go waste if I were to return the phone for a full refund. Told Amazon I am keeping the phone. It is on Andorid 10.3.3.0 Stable and going forward I will not ok to auto update over air (wifi). Keeping one star less for the trouble I had to go thru to revive this phone.",1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
23572,B07PY52GVP,Mondo,3,9-Jul-19,True,"Fast, but MIUI (Xaomi's Android) is wonky","I expected very little of this $200 phone. I went to Best Buy and only phones over $400 felt like they would be any improvement over my dying HTC One. The specs on this looked fine and I really don't care about phones so the price was right. I was immediately impressed with the build quality, and once I navigated through the landmine of advertisement checkboxes during installation, I was impressed with how snappy it was. The battery charges super fast and holds out for two days of use for me. Fingerprint scanner works great and is in the perfect location. Came with a clear silicon cover, a US adapter, and USB-C cable (white). But, something just isn't right with the 'MIUI' implementation of Android. There is no indicator light, so you'd have to rely on the lock screen to know if you got a text or call. But, things only randomly appear on the lock screen, maybe 2% of the time. The notification bar doesn't display app icons consistently either. Sometimes they'll be there, sometimes they'll disappear as you stare at it, but most of the time it's empty. I've yet to get an app to successfully show a heads-up notification, so maybe that concept just doesn't exist in Xaomi world. I've also given up on getting it to send notifications to my Fitbit; I can send test notifications from the Fitbit app but that's it. This seems to be a known issue, which I didn't consider searching for before buying the phone. If this ever gets fixed in a software update I'll pop back over and update this review.",4.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
23628,B07PY52GVP,Christina,5,9-Jul-19,True,Best bang for your buck in this price range.,"So I've had the phone for 2 full day's I have no major complaints. The notch they're doing nowadays is a little strange but it doesn't really get in the way, and the phone speaker is a little weak but that's the only couple of bad things. The screen is nice and bright.the phone is quick and snappy. And the camera is great. I looked at so many phones in this price range and this appeared to be the best value. So glad I went with it. One month update: loving it and super happy I made this choice. No regrets.",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
21082,B07HK4JNV1,carlos c.,5,9-Jul-19,True,Todo,Excelente peoducto,1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
19595,B07FM9913M,Jose,5,9-Jul-19,True,Great camera,"I heard the battery was not the strength of the phone, but the other advantages were so good that I went for it. Love the camera, works well with T-Mobile network (I use metro pcs), and I love that videos minimize and keep playing if you switch apps. I totally recommend this phone. Go China!! It cost about $160 USD.",1.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
23819,B07Q26V49K,Prasanna,3,9-Jul-19,True,It's Redmi Note 7S not Note 7...,"This phone is nice but it's fingerprint sensor doesn't work..and average battery capacity..this is the Redmi Note 7S model..which Amazon sold as Note 7..it's quite confusing..m not happy with my purchase with Amazon..when I asked about this product to customer care executive n he told me that this is a Note 7 pro model which I want to purchase..but after purchase this product I come to know this is not note7 as well as Note 7 pro...""it's 7s"" m soo disappointed..and seller asking for 35% restocking fee if you want to return..disgusting😠",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q26V49K,471,166.0,299.99
